Data, Hum, Temp
2015-02-09_05:59:47,47,16
2015-02-09_06:09:47,48,16
2015-02-09_06:19:48,48,16
2015-02-09_06:29:48,48,16
2015-02-09_06:39:49,48,16
2015-02-09_06:49:50,48,16
2015-02-09_06:59:50,45,16
2015-02-09_07:09:51,44,17
2015-02-09_07:19:51,44,17
2015-02-09_07:29:52,43,17
2015-02-09_07:39:52,43,17
2015-02-09_07:49:53,43,18
2015-02-09_07:59:53,42,19
2015-02-09_08:09:54,42,20
2015-02-09_08:19:54,41,20
2015-02-09_08:29:55,40,20
2015-02-09_08:39:56,40,20
2015-02-09_08:49:56,39,21
2015-02-09_08:59:57,39,22
2015-02-09_09:09:57,39,22
2015-02-09_09:19:58,39,20
2015-02-09_09:29:58,40,20
2015-02-09_09:39:58,40,20
2015-02-09_09:49:59,40,19
2015-02-09_10:00:00,40,19
2015-02-09_10:10:00,40,19
2015-02-09_10:20:01,40,19
2015-02-09_10:30:01,40,19
2015-02-09_10:40:02,40,19
2015-02-09_10:50:02,40,19
2015-02-09_11:00:03,40,19
2015-02-09_11:10:03,40,19
2015-02-09_11:20:04,40,19
2015-02-09_11:30:04,40,19
2015-02-09_11:40:05,40,18
2015-02-09_11:50:05,40,18
2015-02-09_12:00:05,40,18
2015-02-09_12:10:06,40,18
2015-02-09_12:20:07,40,18
2015-02-09_12:30:07,40,18
2015-02-09_12:40:07,40,18
2015-02-09_12:50:08,40,18
2015-02-09_13:00:08,40,18
2015-02-09_13:10:09,40,18
2015-02-09_13:20:09,40,18
2015-02-09_13:30:10,40,18
2015-02-09_13:40:10,40,18
2015-02-09_13:50:11,40,18
2015-02-09_14:00:12,40,18
2015-02-09_14:10:12,40,18
2015-02-09_14:20:13,40,18
2015-02-09_14:30:13,40,18
2015-02-09_14:40:14,40,18
2015-02-09_14:50:14,40,18
2015-02-09_15:00:15,40,18
2015-02-09_15:10:15,40,18
2015-02-09_15:20:16,40,18
2015-02-09_15:30:16,40,18
2015-02-09_15:40:17,40,18
2015-02-09_15:50:17,40,18
2015-02-09_16:00:18,40,18
2015-02-09_16:10:18,40,18
2015-02-09_16:20:19,40,18
2015-02-09_16:30:19,40,18
2015-02-09_16:40:20,40,18
2015-02-09_16:50:20,40,18
2015-02-09_17:00:21,40,18
2015-02-09_17:10:22,40,18
2015-02-09_17:20:22,40,18
2015-02-09_17:30:23,40,18
2015-02-09_17:40:23,40,18
2015-02-09_17:50:24,40,18
2015-02-09_18:00:24,40,18
2015-02-09_18:10:25,40,18
2015-02-09_18:20:25,40,18
2015-02-09_18:30:25,40,18
2015-02-09_18:40:26,40,18
2015-02-09_18:50:27,40,18
2015-02-09_19:00:27,40,18
2015-02-09_19:10:28,40,18
2015-02-09_19:20:28,40,18
2015-02-09_19:30:29,39,18
2015-02-09_19:40:29,39,18
2015-02-09_19:50:30,40,18
2015-02-09_20:00:30,39,18
2015-02-09_20:10:31,40,18
2015-02-09_20:20:31,40,18
2015-02-09_20:30:32,40,18
2015-02-09_20:40:32,39,18
2015-02-09_20:50:33,39,18
2015-02-09_21:00:33,39,18
2015-02-09_21:10:34,39,18
2015-02-09_21:20:34,40,17
2015-02-09_21:30:35,39,18
2015-02-09_21:40:36,39,17
2015-02-09_21:50:36,39,18
2015-02-09_22:00:37,39,17
2015-02-09_22:10:37,39,17
2015-02-09_22:20:38,39,17
2015-02-09_22:30:38,39,17
2015-02-09_22:40:39,39,17
2015-02-09_22:50:40,39,17
2015-02-09_23:00:40,39,17
2015-02-09_23:10:41,39,17
2015-02-10_20:59:48,39,17
2015-02-10_21:09:49,39,17
2015-02-10_21:19:49,40,17
2015-02-10_21:29:50,39,18
2015-02-10_21:39:50,39,18
2015-02-10_21:49:51,39,18
2015-02-10_21:59:51,39,18
2015-02-10_22:09:52,39,18
2015-02-10_22:19:52,40,18
2015-02-10_22:29:53,39,18
2015-02-10_22:39:53,39,18
2015-02-10_22:49:54,39,18
2015-02-10_22:59:54,39,18
2015-02-10_23:09:55,39,18
2015-02-11_21:08:46,39,18
2015-02-11_21:18:46,39,18
2015-02-11_21:28:47,39,18
2015-02-11_21:38:48,39,18
2015-02-11_21:48:48,39,18
2015-02-11_21:58:49,39,18
2015-02-11_22:08:49,39,18
2015-02-11_22:18:50,39,18
2015-02-11_22:28:50,39,18
2015-02-12_19:56:04,39,18
2015-02-12_20:06:04,38,19
2015-02-12_20:16:05,38,19
2015-02-12_20:26:06,38,19
2015-02-12_20:36:06,38,19
2015-02-12_20:46:07,38,19
2015-02-12_20:56:07,38,19
2015-02-12_21:06:08,38,19
2015-02-12_21:16:08,38,19
2015-02-12_21:26:09,38,19
2015-02-12_21:36:09,38,19
2015-02-12_21:46:10,38,19
2015-02-12_21:56:10,38,19
2015-02-13_21:09:42,39,18
2015-02-13_21:19:42,39,18
2015-02-13_21:29:43,39,18
2015-02-13_21:39:43,39,18
2015-02-13_21:49:44,39,18
2015-02-13_21:59:44,39,18
2015-02-14_20:54:48,39,18
2015-02-14_21:04:49,39,18
2015-02-14_21:14:49,39,18
2015-02-14_21:24:50,39,18
2015-02-14_21:34:50,39,18
2015-02-14_21:44:51,39,18
2015-02-14_21:54:51,39,18
2015-02-14_22:04:52,39,18
2015-02-14_22:14:52,39,18
2015-02-14_22:24:53,39,18
2015-02-14_22:34:54,39,18
2015-02-14_22:44:54,39,18
2015-02-14_22:54:55,39,18
2015-02-14_23:04:55,39,18
2015-02-15_20:40:18,40,18
2015-02-15_20:50:19,39,18
2015-02-15_21:00:19,39,18
2015-02-15_21:10:20,39,18
2015-02-15_21:20:20,39,18
2015-02-15_21:30:21,39,18
2015-02-15_21:40:21,39,18
2015-02-15_21:50:22,39,18
2015-02-15_22:00:22,39,18
2015-02-15_22:10:23,39,18
2015-02-15_22:20:23,40,18
2015-02-15_22:30:24,39,18
2015-02-16_21:12:06,63,17
2015-02-16_21:22:07,62,17
2015-02-16_21:32:08,61,17
2015-02-16_21:42:08,60,17
2015-02-16_21:52:09,59,18
2015-02-16_22:02:09,59,18
2015-02-16_22:12:10,59,17
2015-02-16_22:22:10,59,18
2015-02-16_22:32:11,59,17
2015-02-16_22:42:11,59,17
2015-02-16_22:52:12,59,18
2015-02-16_23:02:13,59,17
2015-02-16_23:12:13,59,17
2015-02-16_23:22:14,59,17
2015-02-16_23:32:14,59,17
2015-02-17_21:20:09,44,17
2015-02-17_21:30:09,43,18
2015-02-17_21:40:10,43,18
2015-02-17_21:50:10,43,18
2015-02-17_22:00:11,43,18
2015-02-17_22:10:11,43,18
2015-02-17_22:20:12,43,18
2015-02-17_22:30:12,43,18
2015-02-17_22:40:13,43,18
2015-02-17_22:50:14,43,18
2015-02-18_21:31:06,48,16
2015-02-18_21:41:07,46,17
2015-02-18_21:51:07,44,17
2015-02-18_22:01:08,44,17
2015-02-18_22:11:08,44,17
2015-02-18_22:21:09,43,17
2015-02-18_22:31:09,43,17
2015-02-18_22:41:10,43,17
2015-02-18_22:51:10,43,17
2015-02-18_23:01:11,43,17
2015-02-18_23:11:11,43,17
2015-02-18_23:21:12,43,17
2015-02-19_20:24:35,40,18
2015-02-19_20:34:35,40,18
2015-02-19_20:44:36,40,18
2015-02-19_20:54:36,39,18
2015-02-19_21:04:37,40,18
2015-02-19_21:14:37,39,18
2015-02-19_21:24:38,40,18
2015-02-19_21:34:38,40,18
2015-02-19_21:44:39,39,18
2015-02-19_21:54:39,39,18
2015-02-19_22:04:40,39,18
2015-02-19_22:14:40,39,18
2015-02-19_22:24:41,39,18
2015-02-19_22:34:41,40,18
2015-02-19_22:44:42,40,18
2015-02-19_22:54:42,39,18
2015-02-19_23:04:43,39,18
2015-02-19_23:14:44,40,18
2015-02-19_23:24:44,40,18
2015-02-19_23:34:45,39,18
2015-02-19_23:44:46,39,18
2015-02-19_23:54:46,39,18
2015-02-20_20:46:24,39,18
2015-02-20_20:56:25,39,18
2015-02-20_21:06:25,39,18
2015-02-20_21:16:26,39,18
2015-02-20_21:26:27,38,19
2015-02-20_21:36:27,38,19
2015-02-20_21:46:28,38,19
2015-02-20_21:56:29,38,19
2015-02-20_22:06:29,38,19
2015-02-20_22:16:30,38,19
2015-02-20_22:26:30,39,19
